number,mainstory,name,centercharacterimage,rightcenterimage,leftcenterimage,backimage,stillimage,charactercolor,bgm_state,bgm_num,se_num,selectdisp,selectbutton_num,monthimage,selectbuttontext3,selectbuttontext1,selectbuttontext2,textcolor,animation,moveanimation
587,「は、はい！」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,「……クリスマスは空いているか？」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,「え！嘘……！私も誘おうと思ってました。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,その後、二人で話してクリスマスマーケットに行くことにした。まさか光先輩からクリスマスデートに誘ってもらえるなんて。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,デート当日はついに告白───────成功したらいよいよ元通りの光先輩に会えるんだ。緊張しちゃうけど、楽しみだなぁ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,「もしもし、何か用か？」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,                ,,0,0,0,12,0,0,0,0,0,1,3,0,クリスマスマーケットに行きませんか？,やっほ〜！クリスマスデートしない？,かわいいもの、好きですよね？,5,0,0
594,「もしよければ一緒にクリスマスマーケットに行きませんか？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,よし！普通にに誘えた！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,「一度行ってみたいと思ってたんだ。」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,「え！本当ですか？！」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,「当日楽しみだな。[主人公の名前]、誘ってくれてありがとう。」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,光先輩に喜んでもらえてよかった。……やっぱり声だけだとおじさんってこと忘れて緊張しちゃうな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,告白成功するといいな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,「やっほ〜！僕と一緒にクリスマスデートしない？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,渾身の桜児くんモノマネ、わかってくれるかな？,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,「ん？あ、あぁ、犬山のモノマネか……？」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,「えへへ、似てました？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,「45点くらいだな。」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,「あはは！100点目指して頑張ります……」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,めちゃくちゃ微妙な点数をつけられた上に、デートの話が流れて、終わった………,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,真面目に誘えばよかったかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,[END9  似ていないモノマネ],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,「光先輩ってかわいいもの好きですよね？クリスマスマーケット一緒にいきませんか？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,「かわいいもの……？好きとは言っていないが、嫌いではない。妹にお土産でも買っていくか。」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,「はい、そうしましょう！」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,かわいいもの好きなの隠してる光先輩はやっぱりムキになってるな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,でも無事クリスマスデートに誘うことに成功した！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,デート当日はついに告白かぁ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,成功したらいよいよ元通りの光先輩に会えるんだ。頑張るぞ！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,「もしもし、何か用か？」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,                ,,0,0,0,12,0,0,0,0,0,1,3,0,クリスマスマーケットに行きませんか？,やっほ〜！クリスマスデートしない？,かわいいもの、好きですよね？,5,0,0
619,「もしよければ一緒にクリスマスマーケットに行きませんか？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,よし！普通にに誘えた！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,「すまない、クリスマスは既に予定があるんだ。」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,「……そうですよね。またの機会に！」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,他の人にはイケメンに見えている光先輩。きっと他の子との予定があるんだろうな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,[END6 おじさんに敗北],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,「やっほ〜！僕と一緒にクリスマスデートしない？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,渾身の桜児くんモノマネ、わかってくれるかな？,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,「（犬山のモノマネか……？）すまない、クリスマスは既に予定があるんだ。」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,「……そうですよね。またの機会に！」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,あっモノマネ、スルーされちゃった……,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,他の人にはイケメンに見えている光先輩。きっと他の子との予定があるんだろうな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,[END6 おじさんに敗北],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,「光先輩ってかわいいもの好きですよね？クリスマスマーケット一緒にいきませんか？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,「すまない、クリスマスは既に予定があるんだ。」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,「……そうですよね。またの機会に！」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,他の人にはイケメンに見えている光先輩。きっと他の子との予定があるんだろうな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,[END6 おじさんに敗北],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,やっ、やっぱり選べないよ〜！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,何だかんだおじさんの姿で仲良くなっちゃたし皆に愛着わいちゃった。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,迷うくらいなら……,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,……そのままでいいのかも！！！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,クリスマスはおじさん3人とデートしちゃうゾ☆,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,[スチル表示][キラキラのエフェクト・音],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,みんな〜〜〜！！！おじさんって最高だぞ〜〜〜〜！！！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,冬休みも、おじさん達^^と、楽しいデート♡しちゃおう、カナ？！ナンチャッテ（￣▽￣;）,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,[END5 おじさん☆パラダイス],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,,,,,,,,,,,,,,,,,,,,
653,,,,,,,,,,,,,,,,,,,,
654,,,,,,,,,,,,,,,,,,,,
655,,,,,,,,,,,,,,,,,,,,
656,,,,,,,,,,,,,,,,,,,,
657,,,,,,,,,,,,,,,,,,,,
658,,,,,,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,,,,,,,
660,,,,,,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,,,,,,
662,,,,,,,,,,,,,,,,,,,,
663,,,,,,,,,,,,,,,,,,,,
664,,,,,,,,,,,,,,,,,,,,
665,,,,,,,,,,,,,,,,,,,,
666,,,,,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,,
669,,,,,,,,,,,,,,,,,,,,
670,,,,,,,,,,,,,,,,,,,,
671,,,,,,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,,,,,,,,
673,,,,,,,,,,,,,,,,,,,,
674,,,,,,,,,,,,,,,,,,,,
675,,,,,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,,,,,,,
678,,,,,,,,,,,,,,,,,,,,
679,,,,,,,,,,,,,,,,,,,,
680,,,,,,,,,,,,,,,,,,,,
681,,,,,,,,,,,,,,,,,,,,
682,,,,,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,,,,,,,
685,,,,,,,,,,,,,,,,,,,,
686,,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,,,,,,,
688,,,,,,,,,,,,,,,,,,,,
689,,,,,,,,,,,,,,,,,,,,
690,,,,,,,,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,,,,,,
693,,,,,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,,
696,,,,,,,,,,,,,,,,,,,,
697,,,,,,,,,,,,,,,,,,,,
698,,,,,,,,,,,,,,,,,,,,
699,,,,,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,,,,
701,,,,,,,,,,,,,,,,,,,,
702,,,,,,,,,,,,,,,,,,,,
703,,,,,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,,,,,,,,,
706,,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,,
708,,,,,,,,,,,,,,,,,,,,
709,,,,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,,,,,,,,
711,,,,,,,,,,,,,,,,,,,,
712,,,,,,,,,,,,,,,,,,,,
713,,,,,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,,,,,
715,,,,,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,,,,,,,,
717,,,,,,,,,,,,,,,,,,,,
718,,,,,,,,,,,,,,,,,,,,
719,,,,,,,,,,,,,,,,,,,,
720,,,,,,,,,,,,,,,,,,,,
721,,,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,,,,
723,,,,,,,,,,,,,,,,,,,,
724,,,,,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,,
727,,,,,,,,,,,,,,,,,,,,
728,,,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,,,
730,,,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,,,,,
736,,,,,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,,,,
738,,,,,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,,,,,
740,,,,,,,,,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,,,,,
742,,,,,,,,,,,,,,,,,,,,
743,,,,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,,
748,,,,,,,,,,,,,,,,,,,,
749,,,,,,,,,,,,,,,,,,,,
750,,,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,,
752,,,,,,,,,,,,,,,,,,,,
753,,,,,,,,,,,,,,,,,,,,
754,,,,,,,,,,,,,,,,,,,,
755,,,,,,,,,,,,,,,,,,,,
756,,,,,,,,,,,,,,,,,,,,
757,,,,,,,,,,,,,,,,,,,,
758,,,,,,,,,,,,,,,,,,,,
