number,mainstory,name,centercharacterimage,rightcenterimage,leftcenterimage,backimage,stillimage,charactercolor,bgm,se,selectdisp,selectbutton_num,monthimage,selectbuttontext3,selectbuttontext1,selectbuttontext2,textcolor,fadeanimation,moveanimation
599,渾身の桜児くんモノマネ、わかってくれるかな？,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
600,「ん？あ、あぁ、犬山のモノマネか……？」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
601,「えへへ、似てました？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
602,「45点くらいだな。」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
603,「あはは！100点目指して頑張ります……」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
604,めちゃくちゃ微妙な点数をつけられた上に、デートの話が流れて、終わった………,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
605,真面目に誘えばよかったかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
606,[END9  似ていないモノマネ],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
607,「光先輩ってかわいいもの好きですよね？クリスマスマーケット一緒にいきませんか？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
608,「かわいいもの……？好きとは言っていないが、嫌いではない。妹にお土産でも買っていくか。」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
609,「はい、そうしましょう！」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
610,かわいいもの好きなの隠してる光先輩はやっぱりムキになってるな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
611,でも無事クリスマスデートに誘うことに成功した！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
612,デート当日はついに告白かぁ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
613,成功したらいよいよ元通りの光先輩に会えるんだ。頑張るぞ！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
614,「もしもし、何か用か？」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
615,                ,,0,0,0,12,0,0,0,0,1,3,0,クリスマスマーケットに行きませんか？,やっほ〜！クリスマスデートしない？,かわいいもの、好きですよね？,5,0,0
616,「もしよければ一緒にクリスマスマーケットに行きませんか？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
617,よし！普通にに誘えた！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
618,「すまない、クリスマスは既に予定があるんだ。」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
619,「……そうですよね。またの機会に！」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
620,他の人にはイケメンに見えている光先輩。きっと他の子との予定があるんだろうな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
621,もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
622,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
623,[END6 おじさんに敗北],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
624,「やっほ〜！僕と一緒にクリスマスデートしない？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
625,渾身の桜児くんモノマネ、わかってくれるかな？,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
626,「（犬山のモノマネか……？）すまない、クリスマスは既に予定があるんだ。」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
627,「……そうですよね。またの機会に！」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
628,あっモノマネ、スルーされちゃった……,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
629,他の人にはイケメンに見えている光先輩。きっと他の子との予定があるんだろうな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
630,もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
631,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
632,[END6 おじさんに敗北],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
633,「光先輩ってかわいいもの好きですよね？クリスマスマーケット一緒にいきませんか？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
634,「すまない、クリスマスは既に予定があるんだ。」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
635,「……そうですよね。またの機会に！」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
636,他の人にはイケメンに見えている光先輩。きっと他の子との予定があるんだろうな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
637,もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
638,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
639,[END6 おじさんに敗北],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
640,やっ、やっぱり選べないよ〜！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
641,何だかんだおじさんの姿で仲良くなっちゃたし皆に愛着わいちゃった。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
642,迷うくらいなら……,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
643,……そのままでいいのかも！！！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
644,クリスマスはおじさん3人とデートしちゃうゾ☆,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
645,[スチル表示][キラキラのエフェクト・音],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
646,みんな〜〜〜！！！おじさんって最高だぞ〜〜〜〜！！！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
647,冬休みも、おじさん達^^と、楽しいデート♡しちゃおう、カナ？！ナンチャッテ（￣▽￣;）,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
648,[END5 おじさん☆パラダイス],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
649,,,,,,,,,,,,,,,,,,,
650,,,,,,,,,,,,,,,,,,,
651,,,,,,,,,,,,,,,,,,,
652,,,,,,,,,,,,,,,,,,,
653,,,,,,,,,,,,,,,,,,,
654,,,,,,,,,,,,,,,,,,,
655,,,,,,,,,,,,,,,,,,,
656,,,,,,,,,,,,,,,,,,,
657,,,,,,,,,,,,,,,,,,,
658,,,,,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,,,,,,
660,,,,,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,,,,,
662,,,,,,,,,,,,,,,,,,,
663,,,,,,,,,,,,,,,,,,,
664,,,,,,,,,,,,,,,,,,,
665,,,,,,,,,,,,,,,,,,,
666,,,,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,
669,,,,,,,,,,,,,,,,,,,
670,,,,,,,,,,,,,,,,,,,
671,,,,,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,,,,,,,
673,,,,,,,,,,,,,,,,,,,
674,,,,,,,,,,,,,,,,,,,
675,,,,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,,,,,,
678,,,,,,,,,,,,,,,,,,,
679,,,,,,,,,,,,,,,,,,,
680,,,,,,,,,,,,,,,,,,,
681,,,,,,,,,,,,,,,,,,,
682,,,,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,,,,,,
685,,,,,,,,,,,,,,,,,,,
686,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,,,,,,
688,,,,,,,,,,,,,,,,,,,
689,,,,,,,,,,,,,,,,,,,
690,,,,,,,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,,,,,
693,,,,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,
696,,,,,,,,,,,,,,,,,,,
697,,,,,,,,,,,,,,,,,,,
698,,,,,,,,,,,,,,,,,,,
699,,,,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,,,
701,,,,,,,,,,,,,,,,,,,
702,,,,,,,,,,,,,,,,,,,
703,,,,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,,,,,,,,
706,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,
708,,,,,,,,,,,,,,,,,,,
709,,,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,,,,,,,
711,,,,,,,,,,,,,,,,,,,
712,,,,,,,,,,,,,,,,,,,
713,,,,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,,,,
715,,,,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,,,,,,,
717,,,,,,,,,,,,,,,,,,,
718,,,,,,,,,,,,,,,,,,,
719,,,,,,,,,,,,,,,,,,,
720,,,,,,,,,,,,,,,,,,,
721,,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,,,
723,,,,,,,,,,,,,,,,,,,
724,,,,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,
727,,,,,,,,,,,,,,,,,,,
728,,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,,
730,,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,,,,
736,,,,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,,,
738,,,,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,,,,
740,,,,,,,,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,,,,
742,,,,,,,,,,,,,,,,,,,
743,,,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,
748,,,,,,,,,,,,,,,,,,,
749,,,,,,,,,,,,,,,,,,,
750,,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,
752,,,,,,,,,,,,,,,,,,,
753,,,,,,,,,,,,,,,,,,,
754,,,,,,,,,,,,,,,,,,,
755,,,,,,,,,,,,,,,,,,,
